date,cases
03/15/2018,4
03/16/2018,3
03/17/2018,2
03/18/2018,0
03/19/2018,5
03/20/2018,4
03/21/2018,11
03/22/2018,8
03/23/2018,6
03/24/2018,2
03/25/2018,0
03/26/2018,4
03/27/2018,3
03/28/2018,3
03/29/2018,3
03/30/2018,5
03/31/2018,6
4/1/2018,2
4/2/2018,6
4/3/2018,7
4/4/2018,7
4/5/2018,1
4/6/2018,11
4/7/2018,5
4/8/2018,3
4/9/2018,6
4/10/2018,4
4/11/2018,5
4/12/2018,6
04/13/2018,11
04/14/2018,3
04/15/2018,5
04/16/2018,12
04/17/2018,4
04/18/2018,4
04/19/2018,4
04/20/2018,9
04/21/2018,8
04/22/2018,5
04/23/2018,10
04/24/2018,10
04/25/2018,9
04/26/2018,10
04/27/2018,6
04/28/2018,6
04/29/2018,6
04/30/2018,16
5/1/2018,8
5/2/2018,12
5/3/2018,16
5/4/2018,17
5/5/2018,5
5/6/2018,2
5/7/2018,9
5/8/2018,15
5/9/2018,13
5/10/2018,9
5/11/2018,12
5/12/2018,3
05/13/2018,6
05/14/2018,14
05/15/2018,13
05/16/2018,13
05/17/2018,4
05/18/2018,6
05/19/2018,9
05/20/2018,8
05/21/2018,16
05/22/2018,10
05/23/2018,10
05/24/2018,10
05/25/2018,9
05/26/2018,3
05/27/2018,1
05/28/2018,18
05/29/2018,5
05/30/2018,10
05/31/2018,7
6/1/2018,5
6/2/2018,9
6/3/2018,10
6/4/2018,19
6/5/2018,14
6/6/2018,8
6/7/2018,10
6/8/2018,8
6/9/2018,6
6/10/2018,6
6/11/2018,10
6/12/2018,6
06/13/2018,10
06/14/2018,13
06/15/2018,0
06/16/2018,9
06/17/2018,4
06/18/2018,15
06/19/2018,7
06/20/2018,11
06/21/2018,8
06/22/2018,13
06/23/2018,5
06/24/2018,9
06/25/2018,14
06/26/2018,14
06/27/2018,9
06/28/2018,15
06/29/2018,11
06/30/2018,4
7/1/2018,3
7/2/2018,15
7/3/2018,7
7/4/2018,8
7/5/2018,8
7/6/2018,12
7/7/2018,5
7/8/2018,2
7/9/2018,6
7/10/2018,14
7/11/2018,4
7/12/2018,7
07/13/2018,8
07/14/2018,4
07/15/2018,3
07/16/2018,11
07/17/2018,3
07/18/2018,9
07/19/2018,6
07/20/2018,7
07/21/2018,3
07/22/2018,5
07/23/2018,10
07/24/2018,12
07/25/2018,7
07/26/2018,6
07/27/2018,7
07/28/2018,9
07/29/2018,2
07/30/2018,8
07/31/2018,9
8/1/2018,8
8/2/2018,3
8/3/2018,10
8/4/2018,12
8/5/2018,9
8/6/2018,10
8/7/2018,9
8/8/2018,9
8/9/2018,4
8/10/2018,9
8/11/2018,9
8/12/2018,1
08/13/2018,12
08/14/2018,3
08/15/2018,6
08/16/2018,8
08/17/2018,7
08/18/2018,6
08/19/2018,3
08/20/2018,22
08/21/2018,13
08/22/2018,2
08/23/2018,15
08/24/2018,7
08/25/2018,7
08/26/2018,7
08/27/2018,17
08/28/2018,12
08/29/2018,6
08/30/2018,16
08/31/2018,11
9/1/2018,7
9/2/2018,5
9/3/2018,11
9/4/2018,14
9/5/2018,9
9/6/2018,9
9/7/2018,22
9/8/2018,7
9/9/2018,4
9/10/2018,10
9/11/2018,5
9/12/2018,10
09/13/2018,11
09/14/2018,7
09/15/2018,3
09/16/2018,8
09/17/2018,11
09/18/2018,15
09/19/2018,7
09/20/2018,11
09/21/2018,4
09/22/2018,7
09/23/2018,3
09/24/2018,11
09/25/2018,5
09/26/2018,6
09/27/2018,4
09/28/2018,8
09/29/2018,4
09/30/2018,4
10/1/2018,5
10/2/2018,11
10/3/2018,14
10/4/2018,10
10/5/2018,7
10/6/2018,3
10/7/2018,4
10/8/2018,10
10/9/2018,4
10/10/2018,9
10/11/2018,10
10/12/2018,9
10/13/2018,6
10/14/2018,4
10/15/2018,10
10/16/2018,14
10/17/2018,12
10/18/2018,11
10/19/2018,4
10/20/2018,9
10/21/2018,6
10/22/2018,12
10/23/2018,18
10/24/2018,11
10/25/2018,10
10/26/2018,12
10/27/2018,9
10/28/2018,7
10/29/2018,12
10/30/2018,12
10/31/2018,14
11/1/2018,11
11/2/2018,17
11/3/2018,5
11/4/2018,5
11/5/2018,11
11/6/2018,12
11/7/2018,12
11/8/2018,13
11/9/2018,10
11/10/2018,8
11/11/2018,6
11/12/2018,14
11/13/2018,10
11/14/2018,9
11/15/2018,16
11/16/2018,14
11/17/2018,9
11/18/2018,8
11/19/2018,15
11/20/2018,13
11/21/2018,19
11/22/2018,13
11/23/2018,18
11/24/2018,11
11/25/2018,16
11/26/2018,24
11/27/2018,18
11/28/2018,8
11/29/2018,16
11/30/2018,15
12/1/2018,11
12/2/2018,10
12/3/2018,25
12/4/2018,11
12/5/2018,18
12/6/2018,24
12/7/2018,16
12/8/2018,11
12/9/2018,6
12/10/2018,22
12/11/2018,17
12/12/2018,18
12/13/2018,20
12/14/2018,13
12/15/2018,14
12/16/2018,9
12/17/2018,18
12/18/2018,12
12/19/2018,24
12/20/2018,23
12/21/2018,26
12/22/2018,17
12/23/2018,16
12/24/2018,26
12/25/2018,15
12/26/2018,26
12/27/2018,27
12/28/2018,35
12/29/2018,15
12/30/2018,11
12/31/2018,22
